,title,genre_list,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,ScienceFiction,TVMovie,Thriller,War,Western,vote_average,popularity,vote_count,revenue,budget,release_date,profit
7129,The Cold Light of Day,"Action,Thriller,Mystery",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5.2,12.24,594,16863583,20000000,2012-04-04,-3136417
7130,Short Circuit 2,"Comedy,Family,ScienceFiction,Drama",0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,6.1,12.24,380,21630088,10000000,1988-07-06,11630088
7131,House at the End of the Street,"Horror,Thriller",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5.8,12.235999999999999,1277,44287131,6900000,2012-09-21,37387131
7132,Harold & Kumar Go to White Castle,"Comedy,Adventure",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,12.235999999999999,1374,23936908,9000000,2004-05-30,14936908
7133,My Big Fat Greek Wedding,"Comedy,Drama,Romance",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6.4,12.235999999999999,1480,368744044,5000000,2002-02-22,363744044
7134,Suburban Commando,"Action,Comedy,Family,ScienceFiction",1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4.8,12.235,102,8000000,11000000,1991-10-04,-3000000
7135,Water for Elephants,"Drama,Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6.9,12.231,1937,117094902,38000000,2011-03-15,79094902
7136,Days of Heaven,"Drama,Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7.6,12.229000000000001,571,0,0,1978-09-13,0
7137,School Dance,"Comedy,Music,Drama",0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7.6,12.228,78,0,0,2014-07-02,0
7138,Spy Hard,"Action,Comedy",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,12.227,363,0,18000000,1996-05-24,-18000000
7139,Chappaquiddick,"Drama,Thriller,History",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,6.0,12.225,167,17904202,34000000,2018-04-06,-16095798
7140,Stoker,"Drama,Horror,Thriller",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,6.6,12.225,1555,12077441,12000000,2013-02-28,77441
7141,K-12,"Music,Horror,Fantasy",0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,7.7,12.222999999999999,134,359377,50000,2019-09-05,309377
7142,Left High And Dry,"Comedy,Romance",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.5,12.222999999999999,48,0,0,2019-03-15,0
7143,Children of the Corn V: Fields of Terror,"Horror,Thriller",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4.3,12.222999999999999,81,0,0,1998-06-21,0
7144,Miracle,"Drama,History",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.1,12.222000000000001,362,64445708,28000000,2004-02-06,36445708
7145,Hector and the Search for Happiness,"Adventure,Drama,Comedy",0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.8,12.220999999999998,580,1124445,0,2014-08-14,1124445
7146,Antboy,"Comedy,Adventure,Family",0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.4,12.219000000000001,95,0,0,2013-09-07,0
7147,After,"Mystery,Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5.6,12.214,114,0,0,2012-08-27,0
7148,The Contractor,"Action,Adventure,Drama,Thriller",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5.7,12.214,78,0,0,2007-07-10,0
7149,Taking Lives,"Action,Crime,Mystery,Thriller,Drama",1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,6.3,12.214,955,65470529,45000000,2004-03-19,20470529
7150,The Three Musketeers,"Action,Adventure,Comedy",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,12.213,548,53898845,30000000,1993-11-11,23898845
7151,Have a Good Trip: Adventures in Psychedelics,Documentary,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,12.212,72,0,0,2020-05-11,0
7152,Mary,Horror,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.5,12.210999999999999,107,0,0,2019-09-19,0
7153,"Angus, Thongs and Perfect Snogging","Comedy,Drama,Family,Romance",0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,6.5,12.210999999999999,633,0,1,2008-07-25,-1
7154,Superman II: The Richard Donner Cut,"ScienceFiction,Action,Adventure",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.4,12.21,91,0,54000000,2006-11-02,-54000000
7155,My Big Fat Greek Wedding 2,"Romance,Comedy",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.8,12.209000000000001,728,88923251,18000000,2016-03-23,70923251
7156,The 33,"Drama,History",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6.3,12.208,701,24902723,25000000,2015-08-06,-97277
7157,Chasing Amy,"Comedy,Drama,Romance",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6.8,12.207,895,12021272,250000,1997-04-04,11771272
7158,Three Colors: Blue,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.8,12.205,933,0,0,1993-09-08,0
7159,Lying to Be Perfect,"Comedy,TVMovie",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.1,12.204,101,0,0,2010-06-07,0
7160,Rat Race,"Adventure,Comedy",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,12.204,1154,85498534,48000000,2001-08-17,37498534
7161,Grease Live,"TVMovie,Music",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,7.1,12.200999999999999,240,0,0,2016-01-31,0
7162,American Ninja,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,12.199000000000002,222,10499694,1000000,1985-08-30,9499694
7163,Blindspotting,"Comedy,Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.5,12.198,381,0,0,2018-07-20,0
7164,The Protector,Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.4,12.196,13,0,0,2019-02-28,0
7165,New Biz in the Hood,"Comedy,Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.1,12.196,185,0,9598644,2019-02-27,-9598644
7166,Stick It,"Comedy,Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.7,12.193,382,0,0,2006-04-21,0
7167,When Angels Sleep,"Thriller,Horror",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5.5,12.192,174,0,0,2018-09-07,0
7168,Homeward Bound II: Lost in San Francisco,"Adventure,Comedy,Drama,Family",0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6.5,12.190999999999999,309,32709423,0,1996-03-08,32709423
7169,Piglet's Big Movie,"Animation,Family",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.6,12.190999999999999,221,62870546,46000000,2003-03-16,16870546
7170,Bandidas,"Action,Comedy,Western,Crime",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.0,12.190999999999999,765,18381890,35000000,2006-01-18,-16618110
7171,Coldplay: A Head Full of Dreams,Documentary,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7,12.189,71,0,2300000,2018-11-14,-2300000
7172,Just Visiting,"Comedy,Fantasy,ScienceFiction",0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4.7,12.189,449,0,40000000,2001-04-06,-40000000
7173,Indecent Proposal,"Romance,Drama",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6.3,12.186,841,266614059,38000000,1993-04-07,228614059
7174,Bring It On,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,12.185,1179,90449929,28000000,2000-08-25,62449929
7175,UFC 254: Khabib vs Gaethje - Prelims,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,12.183,0,0,0,2020-10-24,0
7176,Sword Master,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,12.183,51,0,0,2016-12-02,0
7177,The Cotton Club,"Crime,Drama",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.6,12.183,225,25928721,58000000,1984-12-14,-32071279
7178,Omen III: The Final Conflict,Horror,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.7,12.177999999999999,301,20471382,0,1981-03-20,20471382
7179,A Twelve-Year Night,"Drama,Crime,History",0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.7,12.177,173,0,0,2018-09-20,0
7180,14 and Under,"Comedy,Romance",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.1,12.177,18,0,0,1973-08-16,0
7181,The Girl Who Played with Fire,"Drama,Action,Thriller,Crime,Mystery",1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,7.0,12.177,1125,67126795,4422952,2009-09-18,62703843
7182,The Black Emperor of Broadway,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,12.175999999999998,2,0,0,2020-04-15,0
7183,Big Top Scooby-Doo!,"Animation,Comedy,Family,Mystery",0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,7.3,12.175999999999998,90,0,0,2012-10-22,0
7184,Revenge of the Bridesmaids,"Comedy,Romance,TVMovie",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6.3,12.175999999999998,200,0,0,2010-07-18,0
7185,Street Fighter: The Legend of Chun-Li,"Action,Adventure,ScienceFiction,Thriller",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4.1,12.175999999999998,263,12764201,50000000,2009-02-27,-37235799
7186,Office Christmas Party,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,12.175,1448,114501299,45000000,2016-11-25,69501299
7187,Green Street Hooligans: Underground,"Action,Drama",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.1,12.174000000000001,84,0,0,2013-10-21,0
7188,But I'm a Cheerleader,"Comedy,Drama,Romance",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6.8,12.173,305,2600000,1200000,2000-07-07,1400000
7189,Alad'2,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,12.172,276,25498160,18900000,2018-10-03,6598160
7190,Being 17,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.9,12.172,249,2000000,0,2016-02-27,2000000
7191,Re: Born,"Action,Crime",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,12.17,36,0,0,2016-09-24,0
7192,Doctor Who: A Christmas Carol,"ScienceFiction,TVMovie",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,8.2,12.17,154,0,0,2010-12-25,0
7193,The Mexican,"Action,Comedy,Crime,Romance",1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.9,12.168,971,147845033,57000000,2001-03-01,90845033
7194,Fun and Fancy Free,"Animation,Family,Music",0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6.3,12.167,249,0,0,1947-09-27,0
7195,Whip It,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.7,12.165,752,16633035,15000000,2009-04-09,1633035
7196,Eye in the Sky,"Drama,Thriller,War",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,7.1,12.161,1048,18704595,13000000,2015-09-11,5704595
7197,Fyre Fraud,Documentary,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,12.16,113,0,0,2019-01-14,0
7198,End of a Gun,"Action,Crime,Thriller",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.8,12.16,48,0,7500000,2016-09-23,-7500000
7199,Cold Comes the Night,"Crime,Drama,Thriller",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5.4,12.158,158,16971,0,2013-09-20,16971
7200,Trouble with the Curve,"Drama,Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6.7,12.155999999999999,776,0,0,2012-09-21,0
7201,La Strada,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.9,12.155999999999999,573,0,0,1954-09-23,0
7202,Oro y Polvo,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,12.155,2,0,0,2016-04-19,0
7203,Bad Ass,"Action,Drama",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.5,12.152000000000001,237,0,0,2012-04-12,0
7204,Frequency,"Crime,Drama,ScienceFiction,Thriller",0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,7.2,12.152000000000001,1067,68106245,31000000,2000-04-28,37106245
7205,The Rocker,"Comedy,Music",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.0,12.151,394,8762890,15000000,2008-08-20,-6237110
7206,Employee of the Month,"Comedy,Romance",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.4,12.151,387,38368909,12000000,2006-10-06,26368909
7207,November Criminals,"Crime,Drama,Mystery,Thriller",0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,5.1,12.15,413,0,0,2017-12-08,0
7208,Ben Platt: Live from Radio City Music Hall,"Music,Documentary",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,8.0,12.148,10,0,0,2020-05-20,0
7209,40 Days and 40 Nights,"Comedy,Romance",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.4,12.147,765,0,17000000,2002-03-01,-17000000
7210,Hotel Rwanda,"Drama,History,War",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,7.7,12.145999999999999,1859,38000000,17500000,2004-03-04,20500000
7211,The Annotated Field Guide of Ulysses S. Grant,Documentary,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,12.145,0,0,0,2020-10-27,0
7212,"Twinkle, Twinkle, Lucky Stars","Action,Comedy",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,12.145,44,0,9023199,1985-08-15,-9023199
7213,Animal Crackers,"Comedy,Music",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.2,12.142000000000001,116,0,0,1930-08-28,0
7214,Sex and Death 101,"Comedy,Romance,Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5.6,12.140999999999998,141,1,5,2007-06-15,-4
7215,"A White, White Day",Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.1,12.139000000000001,26,0,0,2019-07-25,0
7216,Justin Bieber: Never Say Never,"Documentary,Music,Family",0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,5.1,12.138,289,98441954,13000000,2011-02-11,85441954
7217,Winners & Sinners,"Action,Adventure,Comedy,Crime",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,12.138,69,0,0,1983-07-07,0
7218,Watchmen: Tales of the Black Freighter,"Animation,Horror,Action",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.6,12.137,108,0,0,2009-03-24,0
7219,The House of the Spirits,"Romance,Drama",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6.8,12.136,420,0,25000000,1993-10-19,-25000000
7220,The Mustang,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.1,12.133,219,1144575,0,2019-03-15,1144575
7221,Full Speed,"Family,Comedy,Action",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.8,12.133,406,7268779,0,2016-11-11,7268779
7222,Soul Men,"Comedy,Music",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.2,12.133,93,0,0,2008-11-07,0
7223,Girl,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.3,12.132,410,0,0,2018-09-27,0
7224,The Age of Adaline,"Fantasy,Drama,Romance",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,7.4,12.132,4602,65663276,25000000,2015-04-16,40663276
7225,Accepted,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,12.132,1002,38505009,23000000,2006-08-18,15505009
7226,The Ides of March,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.7,12.130999999999998,1710,76338111,12500000,2011-09-24,63838111
7227,Youth in Revolt,"Drama,Comedy,Romance",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6.1,12.128,627,0,18000000,2009-09-11,-18000000
7228,ATL,"Drama,Comedy,Mystery",0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,7.1,12.128,102,21170563,20000000,2006-03-31,1170563
7229,Cara x Jagger,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,12.127,2,0,0,2019-11-06,0
7230,Love Affair,"Drama,Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6.7,12.127,8,0,0,2014-10-30,0
7231,Lara,"Drama,Comedy,Music",0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6.9,12.126,16,0,0,2019-11-07,0
7232,The Ninth Gate,"Mystery,Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6.4,12.126,1869,58401898,38000000,1999-08-25,20401898
7233,Spies Like Us,"Comedy,Adventure",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,12.123,354,60088980,22000000,1985-12-06,38088980
7234,Combat Wombat,"Animation,Action,Comedy",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,12.120999999999999,3,0,0,2020-10-15,0
7235,Phineas and Ferb: Mission Marvel,"Action,Adventure,ScienceFiction,Animation",1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.3,12.116,71,0,0,2013-08-16,0
7236,Footloose,"Drama,Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6.6,12.116,1307,80035402,8200000,1984-02-17,71835402
7237,The Tunnel,"Horror,Thriller,Mystery",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,5.6,12.115,201,0,135000,2011-05-19,-135000
7238,Love Story,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,12.112,0,0,0,2020-10-17,0
7239,Summer '03,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,12.110999999999999,128,0,0,2018-09-28,0
7240,Return of the Living Dead: Necropolis,"Horror,Comedy",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.6,12.110999999999999,91,0,6000000,2005-10-15,-6000000
7241,The Siren,Fantasy,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.4,12.11,10,0,0,2019-03-02,0
7242,Maya the Bee Movie,"Family,Animation",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.0,12.109000000000002,76,0,0,2014-09-11,0
7243,Little Monsters,"Adventure,Fantasy,Comedy,Family",0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5.8,12.109000000000002,131,793775,7000000,1989-08-25,-6206225
7244,Flash Point,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,12.107999999999999,136,0,8000000,2007-07-26,-8000000
7245,The Life of David Gale,"Drama,Thriller,Crime",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7.4,12.107999999999999,1179,38955598,50000000,2003-02-21,-11044402
7246,Tootsie,"Comedy,Romance",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.2,12.107000000000001,1086,177200000,21000000,1982-06-10,156200000
7247,Escape From Alcatraz,"Drama,Thriller",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7.5,12.106,1692,43000000,8000000,1979-01-25,35000000
7248,Reindeer Games,"Thriller,Drama",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5.7,12.106,402,32168970,42000000,2000-02-25,-9831030
7249,6 Balloons,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.1,12.105,189,0,0,2018-03-12,0
7250,Valhalla Rising,"Adventure,Drama,Action,Fantasy",1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6.1,12.105,749,30638,5641880,2009-09-04,-5611242
7251,RocketMan,"Comedy,Family,ScienceFiction",0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.4,12.105,87,0,16000000,1997-10-10,-16000000
7252,Mary and Max,"Animation,Comedy,Drama",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.9,12.105,1226,1725381,590235,2009-02-09,1135146
7253,East of Eden,"Drama,Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7.7,12.104000000000001,422,5,1,1955-03-09,4
7254,Autumn in New York,"Drama,Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6.0,12.103,429,0,65000000,2000-08-11,-65000000
7255,#Iamhere,"Comedy,Romance",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.5,12.102,66,0,0,2019-10-05,0
7256,The Untold Story of Emmett Louis Till,Documentary,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,12.100999999999999,8,0,204956,2005-01-01,-204956
7257,Melissa P.,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.1,12.100999999999999,371,5151936,0,2005-11-18,5151936
7258,Center Stage: Turn It Up,"Drama,Music,Family",0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,6.9,12.1,119,0,0,2008-10-30,0
7259,"Bu y Bu, una aventura interdimensional","Adventure,Fantasy",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.3,12.097999999999999,6,0,0,2019-04-05,0
7260,Invictus,"Drama,History",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.2,12.097999999999999,2835,122233971,60000000,2009-12-10,62233971
7261,Unknown,Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.3,12.097999999999999,253,3338228,3700000,2006-11-03,-361772
7262,Escape from Planet Earth,"Animation,Comedy,Adventure,Family,ScienceFiction",0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.8,12.095999999999998,547,74597643,40000000,2012-12-27,34597643
7263,Stuart Little 3: Call of the Wild,"Fantasy,Animation,Comedy,Family",0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5.2,12.095,297,0,0,2005-07-14,0
7264,Celebrity,"Drama,Comedy",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.0,12.094000000000001,273,0,0,1998-09-07,0
7265,First Cow,"Drama,History",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.3,12.092,64,101068,0,2019-08-30,101068
7266,Enigma,"Mystery,Drama,Thriller,Romance,War",0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,6.4,12.09,169,15705007,0,2001-01-22,15705007
7267,How to Talk to Girls at Parties,"Comedy,Music,Romance,ScienceFiction",0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,6.2,12.088,230,0,0,2017-10-06,0
7268,Paperman,"Animation,Family,Romance",0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,8.0,12.088,1298,0,0,2012-11-02,0
7269,Last Breath,Documentary,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,12.085,36,0,0,2019-04-05,0
7270,Righteous Kill,"Action,Crime,Drama,Thriller",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5.9,12.085,788,78460699,60000000,2008-09-11,18460699
7271,Prey,"Adventure,Horror,Thriller",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5.5,12.083,216,3643652,0,2007-01-30,3643652
7272,Welcome to the Sticks,"Comedy,Drama,Romance",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6.7,12.083,1783,53191886,11000000,2008-02-20,42191886
7273,The Roads Not Taken,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.3,12.082,27,0,0,2020-03-13,0
7274,Armour of God,"Adventure,Action,Comedy",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,12.08,316,0,15000000,1986-08-16,-15000000
7275,Boarding School,"Horror,Mystery",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6.3,12.079,138,0,0,2018-08-30,0
7276,"Family Romance, LLC",Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.1,12.078,21,0,0,2019-10-24,0
7277,Dave Chappelle: The Age of Spin,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7,12.078,153,0,0,2017-03-21,0
7278,Flyboys,"Action,Adventure,Drama,History,Romance,War",1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,6.4,12.078,507,17834865,60000000,2006-09-22,-42165135
7279,MirrorMask,"Fantasy,Drama",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6.4,12.077,202,866999,4000000,2005-01-25,-3133001
7280,Dragon,"Drama,Action,Thriller",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7.1,12.074000000000002,129,0,0,2011-07-04,0
7281,College Road Trip,"Comedy,Family",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.4,12.074000000000002,235,51549674,25000000,2008-03-07,26549674
7282,Wall Street,"Crime,Drama",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.2,12.074000000000002,1272,43848069,15000000,1987-12-10,28848069
7283,American Mary,"Horror,Thriller",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6.1,12.073,309,0,0,2012-05-31,0
7284,Spare Parts,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.9,12.072000000000001,113,0,0,2015-01-16,0
