,title,genre_list,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,ScienceFiction,TVMovie,Thriller,War,Western,vote_average,popularity,vote_count,revenue,budget,release_date,profit
1244,Pride & Prejudice,"Drama,Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,8.1,35.842,5075,121147947,28000000,2005-09-16,93147947
1245,Cold Blood,"Thriller,Action",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.4,35.828,205,0,2700000,2019-05-15,-2700000
1246,The Incredible Hulk,"ScienceFiction,Action,Adventure",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.2,35.805,7960,163712074,150000000,2008-06-12,13712074
1247,Undisputed II: Last Man Standing,"Action,Crime,Thriller",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.2,35.804,398,0,0,2006-04-11,0
1248,Jennifer's Body,"Comedy,Horror",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.6,35.798,2299,31556061,16000000,2009-09-18,15556061
1249,No Mercy,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,35.781,54,0,0,2019-01-01,0
1250,The House with a Clock in Its Walls,"Fantasy,Family,Horror,Comedy",0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,6.3,35.751,1459,131457147,42000000,2018-09-15,89457147
1251,Dark Waters,"Drama,Thriller",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7.5,35.744,811,13601384,0,2019-11-22,13601384
1252,The Art of Racing in the Rain,"Comedy,Drama,Romance",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,8.4,35.736999999999995,643,33766787,18000000,2019-08-08,15766787
1253,"Sí, Mi Amor","Comedy,Family,Romance",0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6.5,35.713,11,5000,5000,2020-01-23,0
1254,The Swamp,Documentary,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,35.711,25,0,0,2020-08-04,0
1255,Glass Houses,Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,35.71,0,0,0,2020-01-09,0
1256,One Piece: The Movie,"Action,Animation,Adventure,Comedy,Fantasy",1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.7,35.696,139,0,0,2000-03-04,0
1257,300,"Action,Adventure,War",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.1,35.691,9978,422610419,65000000,2007-03-07,357610419
1258,Predator,"ScienceFiction,Action,Adventure,Thriller",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7.4,35.645,4899,98267558,15000000,1987-06-12,83267558
1259,The Revenant,"Western,Drama,Adventure",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7.5,35.635999999999996,13670,532950503,135000000,2015-12-25,397950503
1260,How to Lose a Guy in 10 Days,"Comedy,Romance",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.7,35.634,2397,177371441,50000000,2003-02-07,127371441
1261,Scary Movie 5,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,35.594,1937,78378744,20000000,2013-04-11,58378744
1262,Jexi,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,35.546,614,0,5000000,2019-10-10,-5000000
1263,Insidious,"Horror,Thriller",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6.9,35.537,4563,97009150,1500000,2010-09-13,95509150
1264,The Photograph,"Drama,Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6.9,35.533,111,0,0,2020-02-14,0
1265,Dragon Ball Z: The Tree of Might,"Action,Animation,ScienceFiction",1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.6,35.53,320,0,0,1990-06-07,0
1266,The Jurassic Games,"ScienceFiction,Action,Horror",1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4.3,35.474000000000004,82,0,0,2018-05-21,0
1267,Rise of the Guardians,"Animation,Family,Fantasy,Action,Adventure",1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7.3,35.458,4751,306941670,145000000,2012-11-21,161941670
1268,King Kong,"Adventure,Drama,Action",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.8,35.441,5498,562363449,207000000,2005-12-12,355363449
1269,Dragon Ball Z: Super Android 13!,"Action,Animation,ScienceFiction",1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.6,35.43,293,0,0,1992-07-11,0
1270,The Orphanage,"Horror,Drama,Thriller",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,7.2,35.427,1829,78638987,3400000,2007-05-20,75238987
1271,On Halloween,"Horror,Thriller",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5.5,35.402,2,0,0,2020-10-09,0
1272,Jupiter Ascending,"ScienceFiction,Fantasy,Action,Adventure",1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5.4,35.398,5207,183987723,176000003,2015-02-04,7987720
1273,Star Trek,"ScienceFiction,Action,Adventure",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.4,35.381,7442,385680446,150000000,2009-05-06,235680446
1274,The Lego Ninjago Movie,"Action,Animation,Adventure,Family",1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.5,35.379,631,123081555,70000000,2017-09-21,53081555
1275,Blended,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,35.369,2330,123494610,40000000,2014-05-21,83494610
1276,Naruto: The Lost Story - Mission: Protect the Waterfall Village!,"Animation,Action,Adventure",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,35.367,36,0,0,2003-12-20,0
1277,The Dark Tower,"Action,Fantasy,ScienceFiction,Adventure",1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5.7,35.353,3691,113231078,60000000,2017-08-03,53231078
1278,The Greatest Showman,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.0,35.321,6748,432844677,84000000,2017-12-20,348844677
1279,Atomic Blonde,"Action,Thriller",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.4,35.297,4638,100014025,30000000,2017-07-26,70014025
1280,Lost Girls,"Drama,Mystery,Thriller",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,6.1,35.289,393,0,0,2020-03-13,0
1281,A Good Day to Die Hard,"Action,Thriller",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.3,35.257,4963,304654182,92000000,2013-02-06,212654182
1282,The Kid Who Would Be King,"Action,Adventure,Fantasy,Family",1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6.1,35.255,463,32140970,59000000,2019-01-16,-26859030
1283,Goodbye Summer,"Romance,Drama",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4.0,35.254,2,0,0,2019-07-25,0
1284,The Legend of the Weeping Woman,"Family,Animation",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.6,35.245,94,0,0,2011-10-21,0
1285,Rambo III,"Action,Adventure,Thriller,War",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6.0,35.236999999999995,1902,189015611,63000000,1988-05-24,126015611
1286,Darlin',"Horror,Mystery",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4.4,35.236,15,0,0,2020-07-10,0
1287,The Highwaymen,"Crime,Drama,Thriller",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6.7,35.207,1203,0,49000000,2019-03-15,-49000000
1288,Need for Speed,"Action,Crime,Drama,Thriller",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6.3,35.193000000000005,3045,203277636,66000000,2014-03-13,137277636
1289,5 Centimeters per Second,"Animation,Drama,Romance",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7.3,35.189,1145,0,5000000,2007-03-03,-5000000
1290,Justice League: War,"Animation,Action",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,35.175,633,5155325,3500000,2014-02-02,1655325
1291,The Evil Dead,Horror,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.3,35.166,2273,29400000,350000,1981-09-10,29050000
1292,A Walk to Remember,"Drama,Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7.7,35.154,2946,47494916,11800000,2002-01-25,35694916
1293,Bolt,"Animation,Family,Adventure,Comedy",0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.4,35.088,4307,309979994,150000000,2008-11-21,159979994
1294,The Nut Job 2: Nutty by Nature,"Family,Animation,Adventure,Comedy",0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.8,35.082,280,65146020,40000000,2017-08-11,25146020
1295,The Jungle Book,"Adventure,Drama,Family,Fantasy",0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,6.8,35.042,6310,966550600,175000000,2016-04-07,791550600
1296,Sherlock Holmes,"Action,Adventure,Crime,Mystery",1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.2,35.029,10765,524028679,90000000,2009-12-23,434028679
1297,One Missed Call,"Horror,Mystery,Thriller",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,5.5,34.985,491,26890,20000,2008-01-04,6890
1298,WALL·E,"Animation,Family,ScienceFiction",0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,8.0,34.983000000000004,13463,521311860,180000000,2008-06-22,341311860
1299,Goosebumps,"Adventure,Horror,Comedy",0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.3,34.975,2750,158162788,58000000,2015-08-05,100162788
1300,Porno,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.0,34.951,34,0,0,1981-01-01,0
1301,Redwood Massacre: Annihilation,"Comedy,Horror",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,34.941,0,0,0,2020-10-20,0
1302,Edge of Tomorrow,"Action,ScienceFiction",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.6,34.916,9892,370541256,178000000,2014-05-27,192541256
1303,Ghabe,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.0,34.863,1,0,0,2020-10-20,0
1304,Armageddon,"Action,Thriller,ScienceFiction,Adventure",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6.8,34.856,5471,553799566,140000000,1998-07-01,413799566
1305,Frankenweenie,"Animation,Comedy,Family",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.9,34.855,2207,35287788,39000000,2012-10-04,-3712212
1306,The Host,"Horror,Drama,ScienceFiction",0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,6.9,34.854,1651,88489643,11000000,2006-07-27,77489643
1307,A Dog's Purpose,"Comedy,Drama,Family,Fantasy,Adventure",0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,7.5,34.838,2231,194647323,22000000,2017-01-19,172647323
1308,Chop Chop,"Crime,Thriller,Horror",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,8.0,34.804,1,0,0,2020-10-20,0
1309,The Parent Trap,"Comedy,Family",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.1,34.782,2560,92108518,15000000,1998-07-28,77108518
1310,2012,"Action,Adventure,ScienceFiction",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.8,34.754,9108,769653595,200000000,2009-10-10,569653595
1311,Insidious: The Last Key,"Mystery,Horror,Thriller",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,6.2,34.727,1847,167184112,10000000,2018-01-03,157184112
1312,Get Duked!,"Comedy,Music,Action,Horror",1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6.1,34.68,73,0,0,2019-03-08,0
1313,Beyond the Boundary: I'll Be Here - Future,"Action,Animation,Fantasy",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.5,34.659,45,0,0,2015-04-25,0
1314,Blade Runner,"ScienceFiction,Drama,Thriller",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,7.9,34.637,9611,41473619,28000000,1982-06-25,13473619
1315,The Family,"Crime,Comedy,Action",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,34.63,2115,36894225,30000000,2013-09-13,6894225
1316,Captain Underpants: The First Epic Movie,"Action,Animation,Comedy,Family",1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.1,34.621,805,125289450,38000000,2017-06-01,87289450
1317,The Emperor's New Groove,"Adventure,Animation,Comedy,Family,Fantasy",0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7.5,34.606,4551,169327687,100000000,2000-12-15,69327687
1318,American Pie: Revealed,"Documentary,Comedy",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,34.602,133,0,0,2003-01-01,0
1319,King Arthur: Legend of the Sword,"Action,Drama,Fantasy",1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6.5,34.575,4196,148675066,175000000,2017-05-10,-26324934
1320,Cars 2,"Animation,Family,Adventure,Comedy",0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.0,34.554,5197,559852396,200000000,2011-06-11,359852396
1321,Reign of the Supermen,"Animation,Action,ScienceFiction",1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.1,34.533,333,0,0,2019-01-13,0
1322,Psychic Kusuo,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,34.509,15,0,0,2017-10-21,0
1323,Captain Marvel 2,"Action,Adventure,ScienceFiction,Fantasy,Mystery",1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.0,34.486,0,0,0,2022-07-06,0
1324,Dragonball Evolution,"Action,Adventure,Fantasy,ScienceFiction,Thriller",1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2.8,34.48,1350,57497699,100000000,2009-03-12,-42502301
1325,Braven,"Drama,Action,Thriller",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6.2,34.455999999999996,623,0,0,2018-02-01,0
1326,Get Out,"Mystery,Thriller,Horror",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,7.6,34.451,11837,255407969,4500000,2017-02-24,250907969
1327,Captain America: The First Avenger,"Action,Adventure,ScienceFiction",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.9,34.446999999999996,15647,370569774,140000000,2011-07-22,230569774
1328,Black Water,"Action,Thriller",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.6,34.425,154,0,4000000,2018-05-18,-4000000
1329,Dragon Ball Z: The World's Strongest,"Action,Animation,ScienceFiction",1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.3,34.424,287,0,0,1990-03-10,0
1330,Shark Tale,"Animation,Action,Comedy,Family",1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.0,34.414,4715,367275019,75000000,2004-09-20,292275019
1331,Berserk: The Golden Age Arc III - The Advent,"Action,Adventure,Drama,Fantasy,Animation",1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7.5,34.352,171,0,0,2013-02-01,0
1332,Axcellerator,ScienceFiction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.2,34.349000000000004,30,0,0,2019-05-18,0
1333,Cult of Chucky,"Horror,Thriller",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5.5,34.329,641,0,0,2017-10-23,0
1334,Searching,"Thriller,Mystery,Drama",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,7.6,34.325,2437,66265218,1000000,2018-08-24,65265218
1335,Welcome Home,"Thriller,Horror",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5.1,34.323,206,0,0,2018-11-16,0
1336,The Proposal,"Comedy,Romance,Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7.0,34.269,4442,317375031,40000000,2009-06-01,277375031
1337,Gold Dust,"Comedy,Adventure",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,34.244,16,0,0,2020-04-07,0
1338,50 Greatest Harry Potter Moments,Documentary,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,34.243,16,0,0,2011-07-27,0
1339,The Hidden Face,"Thriller,Mystery",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7.1,34.216,533,0,0,2011-09-16,0
1340,The 5th Wave,"Adventure,ScienceFiction,Action",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.9,34.209,4459,109906372,38000000,2016-01-14,71906372
1341,Clash of the Titans,"Adventure,Fantasy,Action",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.8,34.198,4541,493214993,125000000,2010-04-01,368214993
1342,The Haunted,"Horror,Thriller,Mystery",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,7.0,34.185,5,0,0,2020-01-23,0
1343,Tightrope,"Mystery,Thriller,Crime,Drama",0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,6.1,34.172,187,48143579,0,1984-08-17,48143579
1344,Friday the 13th Part VIII: Jason Takes Manhattan,"Horror,Thriller",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4.9,34.162,559,14000000,5000000,1989-07-28,9000000
1345,The Lovely Bones,"Fantasy,Drama",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7.0,34.159,3059,93621340,65000000,2009-02-19,28621340
1346,Wild Card,"Thriller,Crime,Action",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.5,34.155,1162,0,30000000,2015-01-14,-30000000
1347,Dragon Ball Z: Bio-Broly,"Animation,Action,ScienceFiction",1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.8,34.141,320,0,0,1994-07-09,0
1348,The Batman,"Action,Crime,Drama",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,34.113,0,0,0,2022-03-03,0
1349,The Empty Man,"Crime,Drama,Horror",0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,34.103,0,0,0,2020-10-22,0
1350,Ballerina,"Animation,Adventure,Comedy,Family",0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.2,34.09,1376,2351359,30000000,2016-12-14,-27648641
1351,Point Blank,"Action,Thriller",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.1,34.058,303,0,0,2019-07-12,0
1352,Wolf Girl and Black Prince,Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.5,34.052,45,0,0,2016-05-28,0
1353,What Happened on September 11,Documentary,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,34.048,15,0,0,2019-09-11,0
1354,Just Go with It,"Comedy,Romance",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.6,34.034,3884,214945591,80000000,2011-02-10,134945591
1355,Rambo: First Blood Part II,"Action,Adventure,Thriller,War",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6.5,34.029,2326,300400432,44000000,1985-05-21,256400432
1356,Kin,"ScienceFiction,Action",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.1,34.016,487,10023153,30000000,2018-08-29,-19976847
1357,The Wolves,"Drama,Family",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7.2,33.997,26,0,0,2020-06-19,0
1358,The Loft,Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.4,33.995,944,10076790,14000000,2014-10-14,-3923210
1359,The Upside,"Comedy,Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.1,33.982,672,111353135,37500000,2019-01-10,73853135
1360,The Doorman,"Action,Thriller",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.6,33.963,26,0,0,2020-10-01,0
1361,Allegiant,"Adventure,ScienceFiction,Action,Mystery",1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6.1,33.942,5039,179246868,110000000,2016-03-09,69246868
1362,Fifty Shades Darker,"Drama,Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6.4,33.933,5804,378827494,55000000,2017-02-08,323827494
1363,Invader ZIM: Enter the Florpus,"Animation,Comedy,Family,ScienceFiction,TVMovie",0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,7.2,33.918,98,0,0,2019-08-16,0
1364,DC Showcase: The Phantom Stranger,"Animation,Action,Horror,Fantasy",1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,8.0,33.912,29,0,0,2020-02-25,0
1365,Widows,"Crime,Thriller",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.4,33.909,1481,73866088,42000000,2018-11-06,31866088
1366,Pinocchio,"Animation,Family",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.1,33.904,4101,84300000,2600000,1940-02-23,81700000
1367,Truth or Dare,"Thriller,Horror",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6.0,33.902,2854,95330493,3500000,2018-04-12,91830493
1368,The Knight of Shadows: Between Yin and Yang,"Action,Fantasy",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.3,33.828,52,0,0,2019-02-05,0
1369,Scouts Guide to the Zombie Apocalypse,"Comedy,Horror",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.4,33.813,1237,14860766,15000000,2015-10-23,-139234
1370,Rocky IV,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.0,33.794000000000004,2763,300473716,31000000,1985-11-21,269473716
1371,Death Wish,"Action,Crime,Drama,Thriller",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6.0,33.787,1722,34017028,30000000,2018-03-02,4017028
1372,Child's Play 2,"Drama,Horror",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6.1,33.787,982,35763605,13000000,1990-11-09,22763605
1373,Lina from Lima,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.5,33.775,13,0,0,2020-07-02,0
1374,The Cabin in the Woods,"Horror,Comedy,Fantasy",0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6.5,33.756,5387,71041255,30000000,2012-04-12,41041255
1375,Sherlock Holmes: A Game of Shadows,"Adventure,Action,Crime,Mystery",1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.1,33.73,7757,334615000,125000000,2011-11-22,209615000
1376,Leprechaun: Back 2 tha Hood,"Horror,Comedy",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.0,33.701,84,0,0,2003-12-30,0
1377,Mean Girls,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,33.617,6127,129042871,17000000,2004-04-30,112042871
1378,An Ocean Blue,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.0,33.585,2,0,250000,2020-07-02,-250000
1379,Saw 3D,"Horror,Crime",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.0,33.575,1940,136150434,20000000,2010-10-21,116150434
1380,Space Pirate Captain Harlock,"Animation,ScienceFiction",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.6,33.512,754,17137302,30000000,2013-09-07,-12862698
1381,30 Miles from Nowhere,"Horror,Comedy",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.4,33.426,24,0,120000,2018-11-24,-120000
1382,Saw II,Horror,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.5,33.424,3405,152925093,4000000,2005-10-28,148925093
1383,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,33.399,627,0,0,1996-01-12,0
1384,Warcraft,"Action,Adventure,Fantasy",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.3,33.389,4954,433677183,160000000,2016-05-25,273677183
1385,2 Minutes of Fame,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,33.381,44,0,0,2020-06-16,0
1386,Violet Evergarden: The Movie,"Animation,Drama,Romance,Fantasy",0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,7.3,33.367,4,13777756,0,2020-09-18,13777756
1387,Anoko no Toriko,"Romance,Comedy",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.5,33.357,10,0,0,2018-10-05,0
1388,Hollow Point,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,33.341,96,1000000,0,2019-06-13,1000000
1389,28 Days Later,"Horror,Thriller,ScienceFiction",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,7.2,33.328,4273,85720385,5000000,2002-10-31,80720385
1390,Evangelion: 2.0 You Can (Not) Advance,"Animation,ScienceFiction,Action,Drama",1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7.7,33.31,300,41162041,0,2009-06-26,41162041
1391,Madagascar,"Family,Animation,Adventure,Comedy",0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.8,33.305,7734,542063846,75000000,2005-05-25,467063846
1392,The Making of The Walking Dead,Documentary,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,33.268,118,0,0,2010-07-31,0
1393,The Emperor of Paris,"Drama,Crime,Thriller",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6.4,33.25,313,0,0,2018-12-19,0
1394,7500,"Action,Drama,Thriller",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6.1,33.229,316,0,0,2019-12-26,0
1395,Alien Outbreak,"ScienceFiction,Horror",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4.1,33.205,14,0,0,2020-02-11,0
